Year,SERIES,UNIT_MEASURE,SORT,Value
2023.0,IS_RDP_TRANS,THOUSAND_TONS,T_GOODS,13.971
2013.0,IS_RDP_TRANS,MILLIONS,T_KM,2.425
2014.0,IS_RDP_TRANS,MILLIONS,T_KM,2.935
2015.0,IS_RDP_TRANS,MILLIONS,T_KM,3.283
2016.0,IS_RDP_TRANS,MILLIONS,T_KM,3.442
2017.0,IS_RDP_TRANS,MILLIONS,T_KM,3.465
2018.0,IS_RDP_TRANS,MILLIONS,T_KM,3.643
2019.0,IS_RDP_TRANS,MILLIONS,T_KM,3.759
2020.0,IS_RDP_TRANS,MILLIONS,T_KM,3.222
2021.0,IS_RDP_TRANS,MILLIONS,T_KM,3.782
2022.0,IS_RDP_TRANS,MILLIONS,T_KM,4.042
2023.0,IS_RDP_TRANS,MILLIONS,T_KM,4.102
2013.0,RAIL_TRANS,THOUSANDS,T_PAX,416.0
2014.0,RAIL_TRANS,THOUSANDS,T_PAX,355.0
2015.0,RAIL_TRANS,THOUSANDS,T_PAX,334.0
2016.0,RAIL_TRANS,THOUSANDS,T_PAX,258.0
2017.0,RAIL_TRANS,THOUSANDS,T_PAX,355.0
2018.0,RAIL_TRANS,THOUSANDS,T_PAX,413.0
2019.0,RAIL_TRANS,THOUSANDS,T_PAX,497.0
2020.0,RAIL_TRANS,THOUSANDS,T_PAX,123.0
2021.0,RAIL_TRANS,THOUSANDS,T_PAX,190.0
2022.0,RAIL_TRANS,THOUSANDS,T_PAX,360.0
2023.0,RAIL_TRANS,THOUSANDS,T_PAX,359.0
2013.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,25.0
2014.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,22.0
2015.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,21.0
2016.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,13.0
2017.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,22.0
2018.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,30.0
2019.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,40.0
2020.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,10.0
2021.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,15.0
2022.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,27.0
2023.0,RAIL_TRANS,MILLIONS,PAX_KM_NO_T,29.0
2013.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.168
2014.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.497
2015.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.713
2016.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.739
2017.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.725
2018.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.945
2019.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,8.971
2020.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,7.616
2021.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,7.92
2022.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,7.894
2023.0,RAIL_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.99
2013.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,787.0
2014.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,885.0
2015.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,835.0
2016.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,768.0
2017.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,730.0
2018.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,807.0
2019.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,856.0
2020.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,667.0
2021.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,801.0
2022.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,834.0
2023.0,RAIL_TRANS,MILLIONS,T_KM_NO_T,890.0
2013.0,ROAD_TRANS,THOUSANDS,T_PAX,20.008
2014.0,ROAD_TRANS,THOUSANDS,T_PAX,12.005
2015.0,ROAD_TRANS,THOUSANDS,T_PAX,10.975
2016.0,ROAD_TRANS,THOUSANDS,T_PAX,10.552
2017.0,ROAD_TRANS,THOUSANDS,T_PAX,9.48
2018.0,ROAD_TRANS,THOUSANDS,T_PAX,8.232
2019.0,ROAD_TRANS,THOUSANDS,T_PAX,7.673
2020.0,ROAD_TRANS,THOUSANDS,T_PAX,4.119
2021.0,ROAD_TRANS,THOUSANDS,T_PAX,5.441
2022.0,ROAD_TRANS,THOUSANDS,T_PAX,6.231
2023.0,ROAD_TRANS,THOUSANDS,T_PAX,6.067
2013.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.279
2014.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.227
2015.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.292
2016.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.326
2017.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.245
2018.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.322
2019.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.39
2020.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,535.0
2021.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,713.0
2022.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1021.0
2023.0,ROAD_TRANS,MILLIONS,PAX_KM_NO_T,1.067
2013.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,4.164
2014.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,4.686
2015.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,5.77
2016.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,5.855
2017.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.103
2018.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.254
2019.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.325
2020.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,5.849
2021.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.022
2022.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.645
2023.0,ROAD_TRANS,THOUSAND_TONS,T_GOODS_NO_T,6.981
2013.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,1.638
2014.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.05
2015.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.448
2016.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.674
2017.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.735
2018.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.836
2019.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.903
2020.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.555
2021.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,2.981
2022.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,3.208
2023.0,ROAD_TRANS,MILLIONS,T_KM_NO_T,3.212
2013.0,STRUCT_TRANS,NUMBER,T_RAIL,66.2
2014.0,STRUCT_TRANS,NUMBER,T_RAIL,64.5
2015.0,STRUCT_TRANS,NUMBER,T_RAIL,60.2
2016.0,STRUCT_TRANS,NUMBER,T_RAIL,59.9
2017.0,STRUCT_TRANS,NUMBER,T_RAIL,58.8
2018.0,STRUCT_TRANS,NUMBER,T_RAIL,58.9
2019.0,STRUCT_TRANS,NUMBER,T_RAIL,58.6
2020.0,STRUCT_TRANS,NUMBER,T_RAIL,56.6
2021.0,STRUCT_TRANS,NUMBER,T_RAIL,56.8
2022.0,STRUCT_TRANS,NUMBER,T_RAIL,54.3
2023.0,STRUCT_TRANS,NUMBER,T_RAIL,50.0
2013.0,STRUCT_TRANS,NUMBER,T_ROAD,33.8
2014.0,STRUCT_TRANS,NUMBER,T_ROAD,35.5
2015.0,STRUCT_TRANS,NUMBER,T_ROAD,39.8
2016.0,STRUCT_TRANS,NUMBER,T_ROAD,40.1
2017.0,STRUCT_TRANS,NUMBER,T_ROAD,41.2
2018.0,STRUCT_TRANS,NUMBER,T_ROAD,41.1
2019.0,STRUCT_TRANS,NUMBER,T_ROAD,41.4
2020.0,STRUCT_TRANS,NUMBER,T_ROAD,56.6
2021.0,STRUCT_TRANS,NUMBER,T_ROAD,56.8
2022.0,STRUCT_TRANS,NUMBER,T_ROAD,54.3
2023.0,STRUCT_TRANS,NUMBER,T_ROAD,50.0
,,,,
,,,,
